Hip|HD|BayerFlamsteed|ProperName
||Sol|Sol
108772|209481| 14    Cep| 
108773|209174||
108774|209393||
108778|208937||
108779|208638||
108782|209290|| 
108784|209240|          | 
108785|209227||
108787|209072||
108789|209394||
108794|209514||
108796|209405||
108797|209278| 29    Aqr| 
108805|209378||
108806|209347||
108809|209253||
108812|209439||
108814|209380||
108817|209280||
108819|209469||
108820| ||
108821| ||
108822| ||
108826|209886||
108829|209691||
108836| ||
108842|209421||
108845|209515|          | 
108848|209360||
108849|208741|          | 
108859|209458||
108861|209541||
108862|213126||
108864|209484||
108868|209396| 30    Aqr| 
108869|209336||
108871|209335|          | 
108870|209100|   Eps Ind| 
108874|209409| 31Omi Aqr| 
108875|209459| 21    Peg| 
108879|209636||
108885|209517||
108886|209464||
108890| || 
108903|209268||
108908|209386||
108912|209234||
108914|209637||
108917|209790| 17Xi  Cep| 
108924|209772| 18    Cep| 
108925|209744||
108928|209598||
108930| || 
108931|209490||
108933|209679||
108938|209809||
108940| ||
108947|209599||
108949|209601||
108950|209449||
108952|209476| 13    PsA| 
108958|209532||
108960|209506||
108962| ||
108963|209615||
108964|209560||
108966|209665||
108969|209693|          | 
108975|209522|          | 
108976|209295||
108978|209523||
108991|209625| 32    Aqr| 
109002|209813||
109005|209960| 20    Cep| 
109009|209709||
109015|209870||
109017|209975| 19    Cep| 
109023|209761|          | 
109029|210011||
109030|209725||
109033|209857|          | 
109037|209628||
109040| ||
109052|209726||
109056|209833| 23    Peg| 
109058|209713||
109067| ||
109068|209747| 22Nu  Peg| 
109074|209750| 34Alp Aqr| 
109079|209932|          | 
109081|209529|   Kap2Ind| 
109082|209961|          | 
109084| || 
109095| ||
109096|209992||
109102|209945|          | 
109108|209661||
109110|209779||
109111|209688|   Lam Gru| 
109114|210014||
109117|209845||
109119| ||
109121|209993|          | 
109122|209767||
109124|210071|          | 
109128|209740||
109137|209937||
109139|209819| 33Iot Aqr| 
109144|209875||
109145|209903||
109147|209920||
109149| ||
109155|209905||
109157|210100||
109162|210144||
109163|210369||
109166|209742|| 
109175|210026||
109176|210027| 24Iot Peg| 
109181|209977||
109182|210073||
109186|209965||
109187|210060||
109190|210220|          | 
109191|210431||
109197|210401||
109199|209925||
109201|209950||
109204|209951||
109205|210221|          | 
109209|210074|          | 
109212|210090|          | 
109214|209653||
109218|210041||
109220|210000||
109223|209979||
109226|210075||
109228|209788||
109230|209970||
109236|210030||
109237| ||
109240|210129| 25    Peg| 
109245|209635||
109247|210222||
109261|210170||
109262| || 
109268|209952|   Alp Gru|Alnair
109272|210289|          | 
109273|210615||
109276|210210|          | 
109281|210211||
109282|210050||
109285|210049| 14Mu  PsA| 
109289|210066|   Ups PsA| 
109290|210123||
109298|210151||
109300|210051||
109303|210334|          | 
109304|210353||
109306|210111|          | 
109311|210478||
109312|210139||
109316|210172||
109319|210264||
109322|210239||
109332|210191| 35    Aqr| 
109334|210142||
109338|210404||
109342|210387||
109343| ||
109349|210267||
109352|210354| 27Pi 1Peg| 
109354|210405||
109361|210388||
109365|209840||
109369|210269||
109375|210244||
109378|210277|| 
109381|210193||
109387|210373||
109388| || 
109393|210641||
109397|210496||
109400|210807| 24    Cep| 
109402| ||
109403| ||
109404|210271|          | 
109408|210204|          | 
109410|210459| 29Pi 2Peg| 
109412|210300|          | 
109414|210444||
109415|209036||
109418|210513||
109421| ||
109422|210302| 15Tau PsA| 
109424|210628||
109427|210418| 26The Peg| 
109434|210873|          | 
109437|210514||
109439|210460|          | 
109442|210419|          | 
109445|210461|          | 
109450|210483||
109458|210516| 28    Peg| 
109460|210422||
109461| ||
109466|210434|          | 
109467|210629||
109468|210329||
109470|210339||
109471|210502|          | 
109472|210424| 38    Aqr| 
109474|210884|          | 
109475|210097||
109477|209855|          | 
109479|210902||
109480| ||
109488|210272||
109490|210553||
109492|210745| 21Zet Cep| 
109493|210594|          | 
109497|210760||
109503|210696||
109505|210808||
109509|210464|          | 
109511|210666||
109514|210697||
109522|210682||
109521|210715|          | 
109527|210667|| 
109528| ||
109531|210646||
109537| ||
109543|210698||
109550|210441||
109551|210524||
109552|210684||
109555| || 
109556|210839| 22Lam Cep| 
109561|210525||
109569|210747||
109572|210855|          | 
109577|210702|          | 
109582|210686||
109584|210056|          | 
109585|210905|          | 
109586|210819||
109591|210820||
109592|210939|          | 
109595|210571||
109601| ||
109602|210762|          | 
109612|210507||
109613|210687||
109614|210719||
109617|210922||
109620|211029|          | 
109624|210705| 39    Aqr| 
109627|210801||
109629|211374||
109631|210622||
109637|210733||
109638| || 
109640|210678||
109646|210752||
109647|210763|          | 
109654|210889|          | 
109655|210573||
109659|211300|          | 
109661|211193||
109666|210602||
109667|210739|          | 
109670| ||
109677|210923||
109692|211093||
109691|210890||
109693|212710|          | 
109694|212774||
109696|210925||
109700|210944||
109706|211047||
109713|211071||
109717|210862||
109720|210845||
109727|211094||
109730|211006|          | 
109734|210563||
109737|210848|          | 
109745|211096|          | 
109746|211242|          | 
109750|210926||
109754|211073|          | 
109756| || 
109775|210931||
109786|210960| 41    Aqr| 
109788|211076||
109789|210934| 16Lam PsA| 
109794|210972||
109807| ||
109810|211048||
109812| || 
109815|211139||
109816|210975||
109820|211022||
109821|210918|          | 
109822|211038|| 
109831|211211|          | 
109837|211115||
109838|211024||
109842|211152||
109843|211153||
109857|211336| 23Eps Cep| 
109862|211274||
109867|211402||
109880|210742||
109894|211430||
109896|211052||
109902|211053|          | 
109908|211088|   Mu 1Gru| 
109910|211231||
109918|211188||
109919|211405||
109926|211472|| 
109937|211388|  1    Lac| 
109939|211287|          | 
109942|211304||
109944|211431||
109952|211236||
109955|211055||
109961|211419||
109964|211589||
109972|211554|          | 
109973|211202|   Mu 2Gru| 
109976|211045||
109977|211432|          | 
109980| || 
109981|211642||
109984|211356|          | 
109990|211291|          | 
109991|211420||
109992|211433||
109993|211460||
109998|211360||
110000|211361| 42    Aqr| 
110003|211391| 43The Aqr| 
110009|211392|          | 
110012|211363||
110014|211380||
110018|211364|          | 
110021|211643||
110023|211434| 44    Aqr| 
110031|211367||
110034|211746||
110035|211476||
110036|211261||
110038|211500||
110039|211395||
110049|211555||
110054|211463||
110055|211660||
110058|211516||
110062|211867||
110066|211369|| 
110073|211606||
110076|211645||
110078|210853|   Psi Oct| 
110084|211467||
110088|211299||
110089|211607||
110091|211575|          | 
110103|211833| 25    Cep| 
110106| ||
110109|211415|          | 
110116|212150|          | 
110126|211569||
110128|211628||
110130|211416|   Alp Tuc| 
110135|211600||
110142|211822||
110156|211583||
110159|211718||
110161|211317||
110166|211733||
110171|211797|          | 
110179|211676| 45    Aqr| 
110181|212027||
110182|211854||
110184|211799||
110185|211784||
110190| ||
110191|211811||
110194|211836||
110198|211687||
110204|211800||
110205|211786||
110207|211971||
110214|212042||
110218| ||
110219|211738||
110245|211723||
110247|211884||
110258| ||
110256|210967|   Eps Oct| 
110266|212043||
110273|211838| 46Rho Aqr| 
110286|211905||
110287|212044||
110298|211924| 30    Peg| 
110300|212002||
110305|212003||
110309|212106||
110311|211726|          | 
110314|212136||
110316|212071|          | 
110323|211960||
110325|211863||
110338|211935||
110339|212107||
110340|211847||
110341|211976|          | 
110344|212278||
110346|212047|          | 
110351|212120|  2    Lac| 
110355|211729||
110363|212048||
110364|211511||
110371|212097| 32    Peg| 
110377|212059||
110378|212022||
110383|212075||
110386|212076| 31    Peg| 
110391|212010| 47    Aqr| 
110395|212061| 48Gam Aqr| 
110400| || 
110405|212391||
110408|212222|          | 
110410|212365||
110412|212212||
110419|212025||
110432|211942||
110433|212035||
110434|212186||
110443|211970|| 
110465|212226||
110468|212038||
110472|213047||
110478|212087|8521|-020
110483|212146||
110485|213593||
110487|212334||
110497|212454|          | 
110498|212495|          | 
110504|212466||
110506|212132|   Pi 2Gru| 
110508|212291||
110518|212270||
110520|212180||
110522|212318||
110523|212378||
110526| || 
110529|212271| 49    Aqr| 
110532|212320|          | 
110534| || 
110536|212337||
110538|212496|  3Bet Lac| 
110539|212468||
110543|212511||
110548|212395| 33    Peg| 
110550|212937|          | 
110561|212566||
110566|212487|          | 
110569|212470||
110573|212442||
110578|212404| 51    Aqr| 
110580|212396||
110582|212417||
110590|212399||
110599|212308||
110600|212500||
110602|212430| 50    Aqr| 
110603|212545||
110609|212593|  4    Lac| 
110610|212825||
110618|211998|   Nu  Ind| 
110619|212474||
110624|212385||
110626|212585||
110629|212386||
110630|212210||
110636|212517||
110640| || 
110641|212448||
110642| ||
110645|212526||
110649|212330|          | 
110657|212611||
110658|212595||
110655| ||
110661|212691||
110663|212521||
110666|213085||
110668|212211|          | 
110672|212571| 52Pi  Aqr| 
110682|212712||
110692| ||
110695|212563||
110696|212670|          | 
110704|212790||
110706|212882||
110707|212600||
110712|212168|          | 
110714| ||
110713|212810||
110716|212733||
110719|212168|          | 
110720|212538||
110724|213417||
110725|213022|          | 
110733|212734||
110739|212672||
110740|212750||
110745|212633||
110746|212643|          | 
110749|213011||
110750|212658||
110753|212695||
110760|212736||
110773| ||
110774| || 
110776|212753||
110778|212697| 53    Aqr| 
110780|212717||
110785|212754| 34    Peg| 
110786|212741||
110787|213403| 28Rho1Cep| 
110790|212883|          | 
110797| ||
110807|212986|          | 
110809|212901||
110810|212940||
110812|212580||
110817|213087| 26    Cep| 
110821|212837||
110828|213048||
110838|212581|   Del Tuc| 
110841|213099||
110842|212661||
110843|212708||
110849|212978|          | 
110861|212852||
110871|213050||
110873|212988|          | 
110882|212943| 35    Peg| 
110893|239960||Kruger 60
110896|213061||
110900|212989|| 
110907|213025||
110909|213014||
110911|213013||
110912|212895||
110913|213027||
110919|213242|          | 
110922| ||
110932|212870||
110935|212728|          | 
110936|212953|   Nu  Gru| 
110940|213269||
110951| || 
110958|213005||
110960|213051| 55Zet1Aqr| 
110965|212878||
110980| ||
110985|213178||
110986|213119| 36    Peg| 
110988|213307||
110992|213179|          | 
110991|213306| 27Del Cep| 
110996|213042|| 
110997|213009|   Del1Gru| 
111006|213322||
111015|213074||
111018|213502||
111022|213310|  5    Lac| 
111029|213338||
111033|213245||
111041|213272|          | 
111043|213080|   Del2Gru| 
111045|213135|          | 
111049|212610||
111052|213083||
111056|213798| 29Rho2Cep| 
111058|213388||
111062|213235| 37    Peg| 
111063|213199||
111064|213571||
111066|213198|          | 
111068|213323| 38    Peg| 
111072|213389|          | 
111075|213340||
111078| ||
111079|213247||
111081|213391||
111085|213155||
111086|213236| 56    Aqr| 
111088|213470||
111100|213251||
111104|213420|  6    Lac| 
111112|213530||
111113|213293||
111123|213320| 57Sig Aqr| 
111124|213342||
111127|213220||
111138|213296|   Zet PsA| 
111143|213240||
111148|213519||
111169|213558|  7Alp Lac| 
111170|213429|          | 
111171|213428|          | 
111174|213642||
111187|213303||
111188|213398| 17Bet PsA| 
111191|213534|          | 
111196|211539|   Ups Oct| 
111200|213464| 58    Aqr| 
111206|213412||
111211|213363||
111219|213413||
111230|213222||
111237|213457||
111242|214035|          | 
111247|213720|          | 
111254|213574||
111259|213660|          | 
111263|213618||
111274|213575||
111278|213617| 39    Peg| 
111282|213619||
111287|213610||
111288| ||
111295|213620||
111296|213644|          | 
111302|214071||
111307|213721||
111310|213442|   Nu  Tuc| 
111313| || 
111314|213973|          | 
111322|213479||
111325|214019|          | 
111326|213600||
111346|213909||
111348|213493||
111349|213628|| 
111355|213835||
111360|213871||
111362|213930|          | 
111379|214007||
111382|213658||
111391| ||
111394|213789| 60    Aqr| 
111397|213728||
111398|213780||
111407|213717||
111411|213669||
111425|213770||
111429|213976||
111436|214088||
111441|213893||
111443|213947||
111449|213845| 59Ups Aqr| 
111455|213992||
111469|214165||
111471|214023||
111473|213996||
111478|213591||
111480|214010||
111487|214097||
111494| ||
111496| ||
111497|213998| 62Eta Aqr| 
111504|213402|          | 
111505|214112||
111512|213882||
111515|213986|          | 
111520|213987||
111521|214393||
111527|214127||
111532|214470| 31    Cep| 
111535|214113||
111539|214028||
111541|214128||
111543|214279|          | 
111544|214168|  8    Lac| 
111546|214167||
111548|213884|          | 
111550|214240|          | 
111553|213885||
111563|214080||
111564|213741||
111565|213941|| 
111566| ||
111567|214200|          | 
111571|214100|| 
111577|214132||
111586|214226||
111587|213742||
111589|214263||
111593|214182||
111594|214085|   Sig1Gru| 
111600|214122|          | 
111601|214203|          | 
111608|214265||
111610|214066||
111611|214121||
111615|214245||
111616|214094||
111622|214172||
111625|214410||
111627|214313|          | 
111629|214137||
111640|214191||
111643|214150|   Sig2Gru| 
111644|211207||
111647|214247||
111648|214067||
111649|214298|          | 
111652|214248||
111657| ||
111659|214350||
111660|214710|          | 
111664|214421||
111670|214605||
111674|214454|  9    Lac| 
111680| ||
111685| || 
111686| ||
111690|214068||
111694|214398||
111698| ||
111701|214584||
111710|214376| 63Kap Aqr| 
111718|214291||
111723|214435||
111728|214458||
111742|214383||
111743|214524||
111746|214385||
111747|214675||
