Hip|HD|BayerFlamsteed|ProperName
||Sol|Sol
 66376|118252||
 66380|118575||
 66382|118557||
 66385|118536|          | 
 66393|119197||
 66398| ||
 66400|118349|          | 
 66405|118319|          | 
 66413| || 
 66417|118508|          | 
 66422|118788||
 66427|118338|          | 
 66431|118337||
 66433|118412||
 66435|118904|          | 
 66438|118261|          | 
 66440|118668||
 66441| || 
 66454|118354|          | 
 66458|118623| 25    CVn| 
 66459| || 
 66463|118434||
 66465|118511||
 66467|118643||
 66475|118741|          | 
 66476|118578||
 66482|118559||
 66486|118465||
 66487|118466||
 66492| || 
 66495|118467||
 66511|118670||
 66514|118742||
 66515|118483||
 66521|118384|          | 
 66522|118660|          | 
 66524|118450||
 66530|118598||
 66539|118600||
 66546|118385||
 66563|118646|          | 
 66574|118344|          | 
 66575|118520|          | 
 66576|118566||
 66577|118648||
 66578| ||
 66580|118548||
 66587| ||
 66593| ||
 66594|118839|          | 
 66607|118285|          | 
 66610|118840||
 66613|118970||
 66618|118475||
 66625| || 
 66627|118905||
 66629|118728||
 66634|119024| 82    UMa| 
 66640|118889|          | 
 66643| ||
 66645|118781|          | 
 66651|118697||
 66656|118799|          | 
 66657|118716|   Eps Cen| 
 66660|117695||
 66663|118876||
 66666|118767|          | 
 66668|118522|          | 
 66675|118926|| 
 66678| ||
 66679|118877||
 66681|118666|          | 
 66690|119035|          | 
 66700|119213|          | 
 66704|119124|          | 
 66705|119169||
 66712|119054||
 66714|118894||
 66722|118878||
 66725|119081|          | 
 66727|119055|  1    Boo| 
 66729|119082||
 66728|119702||
 66735|119214||
 66738|119228| 83    UMa| 
 66753|117374|   Kap Oct| 
 66754|118884||
 66758|119009||
 66763|119126|  2    Boo| 
 66765|118972|| 
 66768|118846||
 66781|119332||
 66782|118962||
 66783|118685||
 66796|119062||
 66798|119476|          | 
 66800|119086|          | 
 66802|118998||
 66803|119149| 82    Vir| 
 66806|118667||
 66809|120103||
 66814|118924||
 66821|118991|          | 
 66825|119090|          | 
 66828| ||
 66840|119217|| 
 66849|118978|          | 
 66850|119103||
 66854|119070||
 66857|119581||
 66860|119288|          | 
 66874|119191||
 66878|120565|          | 
 66886|119291|| 
 66892|119445|          | 
 66893|119549||
 66895|119350||
 66899|119392||
 66901|119292||
 66903|120084|          | 
 66904| ||
 66906| || 
 66907|119458|          | 
 66908|119221||
 66910|119076||
 66917|119222||
 66918| ||
 66923|119193|          | 
 66924|119250|          | 
 66925|119159|          | 
 66932|119307||
 66936|119425| 84    Vir| 
 66954| ||
 66958|119637||
 66966|119461||
 66974|119550||
 66975|119256||
 66984|119361|          | 
 66987|119503||
 66992|119584|          | 
 66993| ||
 66997|119415||
 67001|119378||
 67002|119842||
 67004|119537|          | 
 67005|119765|          | 
 67008|119283||
 67021|119821||
 67024|119430||
 67027| ||
 67028|119686||
 67031|119586||
 67036|119419|          | 
 67042|119109||
 67043|119590||
 67058| ||
 67055|119607||
 67057|119605| 83    Vir| 
 67066|119510||
 67069|119638||
 67071|119623|          | 
 67082|119706||
 67083|119705||
 67086| ||
 67090| || 
 67092| || 
 67098|119286||
 67103|119992|          | 
 67104|119784||
 67105|119802||
 67109|120162||
 67115|119825||
 67120|119824||
 67125|119629||
 67126| ||
 67133| ||
 67138|119914||
 67139|119786| 85    Vir| 
 67143|119752|          | 
 67149|119600||
 67152| ||
 67153|119756|  1    Cen| 
 67155|119850|| 
 67164| || 
 67166| ||
 67172|119853| 86    Vir| 
 67186|119931||
 67194|120047|          | 
 67195|120005||
 67199|119727||
 67205|119559||
 67203|119856||
 67206|119646||
 67210|120048|          | 
 67211|119932||
 67231|120198| 84    UMa| 
 67232|119699||
 67234|119834|          | 
 67237|119782||
 67239|120064|  3    Boo| 
 67244|119921|          | 
 67246|120066|          | 
 67250|120164|          | 
 67253|119857||
 67260|119884||
 67261|119796|          | 
 67270|120025||
 67271|120033|          | 
 67275|120136|  4Tau Boo| 
 67282|120067||
 67285| ||
 67288|120052| 87    Vir| 
 67289|120088||
 67292|119938|          | 
 67291| ||
 67300|120245||
 67301|120315| 85Eta UMa|Alkaid
 67302|119700||
 67304|119971|          | 
 67306|119970||
 67308|120036|| 
 67309| ||
 67320|120121||
 67326|119974||
 67338|120348||
 67344|120205||
 67355|120235||
 67379|120317||
 67384|120420|          | 
 67385|120297||
 67386|120144||
 67389|120207||
 67392|120463||
 67397|120421||
 67404|120365||
 67408|120237|          | 
 67411|120302||
 67412|120352||
 67419|120285||
 67422|120476|| 
 67423|121366||
 67437|122882||
 67438|120272||
 67457|120323|  2    Cen| 
 67458|120368||
 67459|120477|  5Ups Boo| 
 67461|120448||
 67464|120307|   Nu  Cen| 
 67470|120510||
 67472|120324|   Mu  Cen| 
 67476| ||
 67480|120539|  6    Boo| 
 67481|120500||
 67483|120600|          | 
 67485|120787|          | 
 67487|120467|| 
 67493|120553||
 67494|120452| 89    Vir| 
 67495|120541||
 67501| ||
 67508|120427||
 67511|120771||
 67512|121457||
 67521|120601||
 67523|120455|          | 
 67529|120702||
 67533|120516||
 67537|120457|          | 
 67540|120636||
 67543|120651||
 67545|120602|          | 
 67548|120874|          | 
 67553|120584||
 67555|120544|          | 
 67569|120572||
 67578|120637||
 67589|121146|          | 
 67590|120915||
 67592|121778||
 67593| ||
 67594|120751||
 67596|120818|          | 
 67600|120655||
 67601|120491||
 67605|120819|          | 
 67620|120690|          | 
 67623| ||
 67627|121130| 10    Dra| 
 67630|120230||
 67639|120592||
 67645|120593||
 67646|120756||
 67648|120672|          | 
 67652|120691||
 67655|120559||
 67662|120950||
 67663|120640|          | 
 67664|120404|          | 
 67665|120933|          | 
 67669|120709|  3    Cen| 
 67671|121046||
 67670|120083||
 67673|120865||
 67674|120848||
 67691|234078|| 
 67696|120759|          | 
 67700|120675||
 67702|120641||
 67703|120642|          | 
 67708|120850||
 67714|120934|          | 
 67735|120997||
 67736|120613||
 67742|120780|| 
 67744|120901||
 67751|120834||
 67755|120764||
 67756| || 
 67761| ||
 67767|120564||
 67773|121131||
 67775|120508||
 67778|121197||
 67782|121164|          | 
 67786|120955|  4    Cen| 
 67787|121107|  7    Boo| 
 67795| ||
 67796|120680||
 67798| ||
 67799|121297||
 67800|121247||
 67803|121212||
 67808| || 
 67818|121343||
 67819|120987|          | 
 67836|120908|          | 
 67842| || 
 67848|121409| 86    UMa| 
 67850|121136||
 67851|121056|          | 
 67861|120991|          | 
 67876|121185||
 67882|121249||
 67888|121157||
 67890|121156|          | 
 67892|121139||
 67893|121057||
 67896|121221||
 67899|121009||
 67902|121369||
 67904|121320||
 67908|121223||
 67913|121039||
 67919|121040||
 67918|121187||
 67921|121458||
 67927|121370|  8Eta Boo| 
 67928|121141||
 67929|121299| 90    Vir| 
 67933|120993||
 67934| ||
 67936|121646||
 67942|120913|          | 
 67953|121325|          | 
 67956|121122||
 67958|121303||
 67959|122189||
 67960|121271|| 
 67967| ||
 67973|121190|          | 
 67975|121226||
 67980|121287||
 67986|120744||
 67993|121920||
 68002|121263|   Zet Cen| 
 68009|120213|          | 
 68019|121333||
 68021|121397|          | 
 68024|121481||
 68030|121560|          | 
 68033|121101||
 68035|121293||
 68037|121647||
 68038|121496||
 68043|121414||
 68047|121399||
 68050|121523||
 68054|121280||
 68055|121626||
 68056|121209||
 68064|121648||
 68065|121682|          | 
 68076|121979||
 68079|121416|          | 
 68080|121336|          | 
 68087|121780||
 68088|121402||
 68092|121607| 92    Vir| 
 68099|121524||
 68101|121384|          | 
 68103|121710|  9    Boo| 
 68107|121608||
 68108|121683||
 68110|121665||
 68114|121527||
 68116|121629||
 68124|121483||
 68134|121825||
 68138|121922||
 68142|122020||
 68146|121764||
 68151|121596||
 68160|121812||
 68161|121653||
 68162|121504||
 68165| ||
 68170|121454||
 68177|121699|          | 
 68178|121518||
 68183|121365||
 68184|122064|          | 
 68191|121474|          | 
 68196|122007||
 68207|121638||
 68213|121620||
 68215|121862||
 68216|121934||
 68224|121758||
 68228|121860||
 68234|121907||
 68239|121769||
 68245|121743|   Phi Cen| 
 68263|121865||
 68265|121746||
 68266|122251||
 68267|121883||
 68269|121847| 47    Hya| 
 68270|121557|          | 
 68273|121849|| 
 68274|122298||
 68276|121996| 10    Boo| 
 68279|121980|          | 
 68282|121790|   Ups1Cen| 
 68290|122132||
 68294|122021||
 68298|121804||
 68302|122052||
 68304|122200||
 68309|121981||
 68314|121957||
 68316|122080||
 68323|121852||
 68326|122363||
 68333|121853|          | 
 68337|122120|| 
 68341|121662||
 68342| ||
 68348|122040||
 68374| ||
 68380|122106|          | 
 68390|122066| 48    Hya| 
 68398|122135||
 68399|121857||
 68403| ||
 68413|121901|          | 
 68414|122015||
 68415|122203||
 68418|122326||
 68431|121439|          | 
 68434|122156||
 68441|122112||
 68447| ||
 68455|121932|          | 
 68462| ||
 68467|122364||
 68469|122303|| 
 68474|122195||
 68475|122158||
 68478|122405| 11    Boo| 
 68491|122096||
 68493|122210|          | 
 68495|122386||
 68498|122365|          | 
 68500|122222||
 68501|122456||
 68508|122387||
 68514|122406||
 68516|122443||
 68517|122457||
 68520|122408| 93Tau Vir| 
 68523|122223|   Ups2Cen| 
 68536|122574||
 68537|122909|          | 
 68551| || 
 68552|122391||
 68567|122675|          | 
 68570| || 
 68576|122637||
 68581|122430|          | 
 68582|122118||
 68583|122548||
 68593|122652||
 68594|122563|          | 
 68597|122491||
 68608|122476||
 68615|122944||
 68629| ||
 68634|122676|| 
 68637|122866|          | 
 68641|122510|          | 
 68643|122577||
 68647|121317||
 68654|122784||
 68665|122768||
 68670|122438|          | 
 68672|122796||
 68673|122532|          | 
 68677|122479||
 68679|122679||
 68682|122742|          | 
 68687|122744|          | 
 68689| ||
 68702|122451|   Bet Cen|Hadar
 68705|122703|          | 
 68706|122833||
 68707|122797|          | 
 68708|122834||
 68709|122771||
 68726|122683||
 68732| ||
 68734|122968||
 68736|122666||
 68739|122815|          | 
 68745| ||
 68752|122816||
 68756|123299| 11Alp Dra| 
 68760|122775||
 68763|122837|          | 
 68772| ||
 68775|122776||
 68776|122910|          | 
 68783|122948||
 68785|123033||
 68792|123300||
 68796|123710||
 68803|122900||
 68805|122973||
 68807|122956||
 68808|122958|          | 
 68814|123338||
 68815|122250|   The Aps| 
 68826| ||
 68842|122844|          | 
 68862|122980|   Chi Cen| 
 68867|122982||
 68872|123004|          | 
 68880|123282||
 68888|123177||
 68889| ||
 68891|123107||
 68893|123422||
 68895|123123| 49Pi  Hya| 
 68900|123180||
 68901|123254||
 68902|122879|          | 
 68913|123303||
 68915|123110||
 68932|123518||
 68933|123139|  5The Cen| 
 68936|123265||
 68935|123408||
 68937|123214||
 68940|123255| 95    Vir| 
 68945|122905||
 68955|123409||
 68956|124063|  3    UMi| 
 68958|123112||
 68961|123243||
 68964|122938||
 68966|123222||
 68970|123307||
 68982|123532||
 69011|123247||
 69012|123227||
 69021|123344||
 69025|123472||
 69028| ||
 69038|123657|          | 
 69040|123691||
 69064| || 
 69065|123151|          | 
 69067|123612||
 69068|123782| 13    Boo| 
 69075|123333||
 69078|123428||
 69090|122862|          | 
 69092|123523||
 69107|123977|          | 
 69109| ||
 69112|124547|  4    UMi| 
 69113|123445|          | 
 69122|123335|          | 
 69126|123598||
 69127|123630| 96    Vir| 
 69129|123433||
 69140|123712||
 69161|124290||
 69163| || 
 69165|123739||
 69171|123844||
 69174|123515|          | 
 69178|123845||
 69185|123929||
 69190|123825||
 69191|123569|          | 
 69198|124018||
 69201|123505|| 
 69207|124369||
 69211|123767||
 69213|123746||
 69220|123682||
 69224| ||
 69225|123769||
 69226|123999| 12    Boo| 
 69230|124019||
 69241|123377|          | 
 69249| ||
 69260|124034||
 69265|123980||
 69269|123934|          | 
 69271|123888||
 69282|123982||
 69283|124138||
 69285| ||
 69288|123906||
 69295|124319||
 69298|123492|          | 
 69299|123797||
 69303| ||
 69305|123983||
 69311| ||
 69316|124186|          | 
 69331|123775||
 69337|123990||
 69340|124115|          | 
 69345| ||
 69350|124291||
 69352|124117||
 69357|124106|| 
 69373|124730|          | 
 69389|124224|          | 
 69398|124162|          | 
 69400|124752||
 69402|124245||
 69403|124248||
 69410| ||
 69414|124292|| 
 69415|124206| 50    Hya| 
 69427|124294| 98Kap Vir| 
 69429|124176||
 69433|124226||
 69442|124640||
 69449|124304||
 69454| ||
 69458|124281|          | 
 69462|124147|          | 
 69466|124353||
 69481|124674| 17Kap1Boo| 
 69483|124675| 17Kap2Boo| 
 69485| || 
 69487|122470||
 69488|124754||
 69489|124254||
 69491|124195|          | 
 69493|124425|          | 
 69500|124401||
 69508|124324||
 69517|124517||
 69518|124694||
 69523|124587||
 69526|124642|| 
 69527|124731||
 69528|124430||
 69536|124570| 14    Boo| 
 69539|124268||
 69545|124297||
 69546|124696||
 69562|124498|| 
 69564|124553|          | 
 69569|124755|          | 
 69570|124364||
 69578| ||
 69580|124796||
 69584|124182||
 69585|124678||
 69591|124197||
 69592|124713|          | 
 69595|124677||
 69598|124433|          | 
 69599|124503||
 69612|124679| 15    Boo| 
 69613|124575||
 69614|124681|          | 
 69618|124367|          | 
 69623|124576|          | 
 69625|124483||
 69626|124797||
 69628|124314||
 69650|125019|          | 
 69653|124757||
 69655|124454|          | 
 69658|124683|          | 
 69661|124883||
 69666|124968||
 69670|124385||
 69671|124580|          | 
 69673|124897| 16Alp Boo|Arcturus
 69688|124316||
 69698|125306||
 69699|125193||
 69701|124850| 99Iot Vir| 
 69704|125076||
 69709|125141||
 69711|125229||
 69713|125161| 21Iot Boo| 
 69722|124780|          | 
 69727|124915|          | 
 69732|125162| 19Lam Boo| 
 69735|125111|          | 
 69747|124931|          | 
 69748|125260||
 69749|124620||
 69751|125040|          | 
 69753|125113||
 69754|124601|          | 
 69763|124471|          | 
 69767| ||
 69773|124973||
 69775|124988||
 69778|124099|          | 
 69779|124689||
 69783|125056||
 69792|124990|          | 
 69793|125333||
 69796|124584||
 69798|125043||
 69802|124857||
 69818|125349|          | 
 69823|125059||
 69824| || 
 69825|124812||
 69828|125048||
 69829|125180|          | 
 69838|125027||
 69848|125081||
 69850|124317||
 69856|125435||
 69860| ||
 69859|125469||
 69862|125406|          | 
 69868|124749||
 69871|125007||
 69876|125374||
 69877|125185||
 69879|125351|          | 
 69881|125184|          | 
 69896|123998|   Eta Aps| 
 69899|125352||
 69901|125069||
 69904|125150|          | 
 69914|125309||
 69917|125557||
 69923|125335||
 69929|125248|          | 
 69933|125310||
 69949|125015||
 69951|125558||
 69955|125538|          | 
 69958|125632|          | 
 69959|125547||
 69962|125354|| 
 69963| ||
 69965|125276|          | 
 69969|125450||
 69972|125072|| 
 69974|125337|100Lam Vir| 
 69977|125279||
 69978|125104||
 69982|125052||
 69987|125357||
 69989|125451| 18    Boo| 
 69995|125283|          | 
 69996|125238|   Iot Lup| 
 69998|125379||
 69999| ||
 70011|125414||
 70012|125454|102Ups Vir| 
 70016|125455|| 
 70022|125489|          | 
 70026|125343||
 70027|125560| 20    Boo| 
 70029|125642|          | 
 70035|125158|          | 
 70038|125490||
 70041|126028||
 70042|124834||
 70049|125522||
 70050|125438||
 70051|125658|          | 
 70054|125383|          | 
 70058|125287||
 70066|125796||
 70069|125288|          | 
 70081|125609||
 70090|125473|   Psi Cen| 
 70098|125244||
 70103|125400||
 70104|125442|          | 
 70108|125728||
 70120|125494||
 70121|125798||
 70141|126228||
 70142|125874||
 70144|126168||
 70145|125771||
 70170|125595|| 
 70175|125136||
 70218| || 
 70220|125817||
 70225|125734||
 70226|125818||
 70228|125545||
 70235|126029||
 70236|126009||
 70239|125389||
 70243|125745|          | 
 70248|124771|   Eps Aps| 
 70252|126323||
 70253|126244||
 70255| ||
 70261|125862||
 70264|125628|          | 
 70266|124845||
 70268|126081||
 70269|125906||
 70270|125721|          | 
 70277|125669||
 70282|125981||
 70289|125805||
 70300|125823|          | 
 70306|125932| 51    Hya| 
 70308| ||
 70310|126141|          | 
 70317| ||
 70319|126053|          | 
 70320|125809||
 70325|125810|          | 
 70327|126128|          | 
 70336|126035|  2    Lib| 
 70338|126266||
 70344|126265||
 70346|125630||
 70349|126378||
 70356|126326||
 70363|125869|          | 
 70375|126057||
 70379|126131||
 70382|126105||
 70383|126201||
 70384|126200|          | 
 70385|126307||
 70387|126452||
 70386|126246||
 70399|126269||
 70400|126248|          | 
 70405|126089||
 70414|126271|          | 
 70418|124639|          | 
 70426| ||
 70439|126273||
 70440|126213||
 70441|126062||
 70451|126093||
 70452|126251|          | 
 70455|126135||
 70459|125881||
 70468|126410||
 70469|126218|          | 
 70470|126511||
 70472| ||
 70474|126750||
 70475| || 
 70483|126194||
 70486|126381||
 70492|125835|          | 
 70497|126660| 23The Boo| 
 70498|126279||
 70499|126675||
 70500|126532||
 70501|126363||
 70508|126115||
 70513|126366||
 70514|126334||
 70517|126597|          | 
 70518|126367|          | 
 70520|126512||
 70522|126912||
 70528|125990|          | 
 70529| || 
 70536| || 
 70538|126400|          | 
 70548|126598||
 70553|126515||
 70557|126583||
 70574|126341|   Tau1Lup| 
 70576|126354|   Tau2Lup| 
 70580|126386|          | 
 70603|126459||
 70602|126661| 22    Boo| 
 70608|126535||
 70610|125271||
 70612|126447||
 70616|126647||
 70618|127806||
 70621|126676||
 70626|126475|          | 
 70637|125782||
 70638|124882|   Del Oct| 
 70645|126343||
 70650|126721||
 70651|126697||
 70656| ||
 70657|126241|          | 
 70661|126226||
 70663|126504|          | 
 70671|125690||
 70677|126679||
 70680|126722|104    Vir| 
 70685|126943|          | 
 70687|126812||
 70693|126620||
 70692|127700|  5    UMi| 
 70695|126525|| 
 70696|126682||
 70697|126561||
 70710|127064||
 70714|126766||
 70715| || 
 70716|126606||
 70718|126827||
 70735|126990||
 70741|126828||
 70753|126769| 52    Hya| 
 70755|126868|105Phi Vir| 
 70756|126829||
 70760|126945||
 70762|127065|          | 
 70772|126947||
 70782|126961||
 70784|126896||
 70786|127067|          | 
 70791|127243| 24    Boo| 
 70794|126927|106    Vir| 
 70798|126610|          | 
 70800|127093||
 70802|126962||
 70809|126759||
 70813|127185||
 70816|127032||
 70818|127106||
 70824|126692||
 70831|127070||
 70836| ||
 70839|126933||
 70844|127285||
 70849| || 
 70857|128642|| 
 70859|126823||
 70865| || 
 70866|126973||
 70873|127334|          | 
 70874|126209|          | 
 70890| ||Proxima Centauri
 70892|127304|          | 
 70894|127167|          | 
 70904|126859||
 70906|127168||
 70914|127247||
 70915|126981|          | 
 70918|126997||
 70923|127170||
 70924|126999||
 70931|126983|          | 
 70933|127082||
 70937|127265||
 70945|127208||
 70950|127506|| 
 70949|127337|          | 
 70952|127821|          | 
 70956|127339|| 
 70961|127250||
 70963|127945||
 70966|127152|          | 
 70973|127352||
 70975| || 
 70987|127193|          | 
 70988|127214||
 70998|127215||
 71002|126862|          | 
 71003|127154||
 71006|127356|| 
 71008|127663||
 71018|127195||
 71025|127539||
 71040|127929|          | 
 71046|127273||
 71050|127024||
 71053|127665| 25Rho Boo| 
 71055|126595||
 71054|127823||
 71075|127762| 27Gam Boo| 
 71080|127457||
 71084|127459||
 71085|127618||
 71086| || 
 71094|127726|          | 
 71105|127346||
 71108| || 
 71111|128000|          | 
 71112|127296||
 71115|127739| 26    Boo| 
 71116|127297|          | 
 71121|127381|   Sig Lup| 
 71132|127740||
 71135| ||
 71141|127743||
 71142|127741||
 71146|127742||
 71152|127643||
 71154|127624|          | 
 71161|131616||
 71165| ||
 71168|127986|          | 
 71179|127672||
 71181|128165|| 
 71182|127501|          | 
 71184|127486|          | 
 71188| || 
 71190|127871||
 71192|128385||
 71193|128041||
 71196|129245|          | 
 71206|128092||
 71209|126596||
 71216|127317||
 71219|127629||
 71234|127844||
 71235|128184||
 71239|127716|          | 
 71243|128093|          | 
 71247| ||
 71251|128332|          | 
 71253| || 
 71263|127874||
 71267|128492||
 71277|128198|          | 
 71280|128333|          | 
 71284|128167| 28Sig Boo| 
 71289|127861||
 71295|127964|          | 
 71308|127894||
 71311| || 
 71314|127453||
 71316|128168||
 71326|127753||
 71327|127864||
 71333|127724|          | 
 71350|127369||
 71352|127972|   Eta Cen| 
 71348|110994||
 71353|127971|          | 
 71379|128202||
 71382|127976||
 71390|127597||
 71395|128311|| 
 71400|127785||
 71404|126124||
 71406|128402|          | 
 71407|128189||
 71419|128068|          | 
 71429|128152|          | 
 71428|128494||
 71452|128481||
 71453|128207|          | 
 71463|128781||
 71466|128660||
 71469|128429|          | 
 71481|128356||
 71485|128625||
 71486|128461||
 71487|128661||
 71492|128037||
 71494|128154||
 71500|128266|          | 
 71510|128563||
 71515|128498||
 71520|128343||
 71521|128288||
 71527|128611||
 71530|128020|          | 
 71536|128345|   Rho Lup| 
 71538|128344||
 71548|128941||
 71559|128596||
 71568|128902|          | 
 71570|128413||
 71571|128750|          | 
 71572|128731||
 71573|128998|          | 
 71577|128415||
 71581|128488|          | 
 71585|128532||
 71589|128684||
 71602|129079||
 71618|129002| 33    Boo| 
 71621|128687||
 71624|130235||
 71625|128614||
 71629|128398||
 71631|129333|| 
 71632|128752||
 71639|128582|          | 
 71652|128756||
 71656|129207||
 71658|128617|          | 
 71668|128293||
 71672|128725||
 71677|128418||
 71681|128621|   Alp2Cen|Rigel Kentaurus B
 71679|129499||
 71683|128620|   Alp1Cen|Rigel Kentaurus A
 71682|128787||
 71686| ||
 71697|128853||
 71720|128985||
 71724|128819||
 71725|135294||
 71727|128775||
 71729|129132|          | 
 71733|128928||
 71735|128674||
 71742|128855||
 71743|128987||
 71745|128986||
 71746|128713|          | 
 71759|129153|          | 
 71762|129174| 29Pi 1Boo| 
 71768|128573||
 71770|129008||
 71774|129010||
 71777|129354||
 71782|129580||
 71783|128974|          | 
 71784|129500||
 71792|129065||
 71795|129246| 30Zet Boo| 
 71813|129357||
 71816|129138||
 71824| ||
 71828|129600||
 71832|129312| 31    Boo| 
 71837|129336| 32    Boo| 
 71853|129161|          | 
 71855|128400|| 
 71857|129430|          | 
 71860|129056|   Alp Lup| 
 71861|128917|          | 
 71862|129195||
 71865|129116|          | 
 71867|129413||
 71870|128294||
 71873|129293||
 71874|129070||
 71876|129798|          | 
 71890|129216||
 71898| || 
 71899|129501||
 71900|129779||
 71901|129272||
 71904| || 
 71908|128898|   Alp Cir| 
 71914| || 
 71925|129653||
 71931|129537||
 71934|129379||
 71942|129090||
 71944|128544||
 71946|129538||
 71957|129502|107Mu  Vir| 
 71960|129041||
 71968|129125||
 71973|129584||
 71974|129433|  4    Lib| 
 71975|129281||
 71985|129919||
 71989|129920||
 71995|129712| 34    Boo| 
 71997|129566||
 72000|129092||
 72010|129456|          | 
 72012|129846|          | 
 72015|129655||
 72029|130173||
 72043|129814||
 72044| ||
 72047|129698||
 72048|129060||
 72056|129635||
 72066|130044||
 72082|129784||
 72087|129868||
 72097|129462|          | 
 72103|129405||
 72104|129685|          | 
 72105|129988| 36Eps Boo|Izar
 72119|129642||
 72121|129557|          | 
 72122|129902|          | 
 72124|130084|          | 
 72125|129972| 35Omi Boo| 
 72130|130460||
 72131|129422|          | 
 72135|129624||
 72139|130025|          | 
 72140|129732||
 72142|129974||
 72146|130004||
 72153|130188||
 72154|129956|108    Vir| 
 72162|130005||
 72171|129330||
 72183|130086||
 72186|129942||
 72192|129791||
 72194|129978|  5    Lib| 
 72197|129926| 54    Hya| 
 72200|130215||
 72208|130144|          | 
 72210|129944|          | 
 72217|129980|          | 
 72218|130048||
 72220|130109|109    Vir| 
 72221|130145||
 72223|130125||
 72226|130110||
 72229|130155||
 72235|129946||
 72237| || 
 72238|130499||
 72242|129615||
 72247| ||
 72250|129858|          | 
 72268|130218||
 72286|130317||
 72287| ||
 72290|129893|          | 
 72293|130684||
 72296|130055|          | 
 72298|130256||
 72307|131358||
 72308|129932|          | 
 72310|130157|          | 
 72312|130307|| 
 72315| ||
 72323|130158| 55    Hya| 
 72330|130321||
 72332|129740||
 72336|130396||
 72338|130073|          | 
 72339|130322||
 72348|130446||
 72357|130259| 56    Hya| 
 72362|130163||
 72364|129795||
 72370|129078|   Alp Aps| 
 72373|130325|          | 
 72377|129750||
 72378|130274| 57    Hya| 
 72387| || 
 72399|130260||
 72400| ||
 72412|130603|          | 
 72420|130360||
 72423|130412||
 72427|130311||
 72431|129998||
 72432|130328|          | 
 72435|129811||
 72438|129954|          | 
 72446|130652||
 72447|130604||
 72449|130557|          | 
 72455|130169||
 72468|131005||
 72469|130817|          | 
 72470| ||
 72471|130227|          | 
 72479|130669||
 72480|130766||
 72482|130205||
 72487|130945| 38    Boo| 
 72488|130529|          | 
 72489|130559|  7Mu  Lib| 
 72493|130042||
 72494|130080||
 72496|130620||
 72499|130705||
 72501|130563||
 72505|130767||
 72507|130265||
 72508|131040|          | 
 72509| || 
 72511| || 
 72518|130021||
 72524|131041| 39    Boo| 
 72527|130726||
 72528|130818||
 72529|130744||
 72533|130377||
 72534|130788||
 72536|130539||
 72550|130870||
 72551|130626||
 72552|130917|          | 
 72556|130286||
 72563|131194||
 72567|130948|          | 
 72569|130380||
 72571|130694| 58    Hya| 
 72573|133002|          | 
 72577|130871|| 
 72578|131444||
 72581|132610||
 72582|131111|          | 
 72583|130233||
 72594|130950||
 72596|130801||
 72600|130714||
 72604|131042||
 72603|130819|  8Alp1Lib| 
 72607|131873|  7Bet UMi|Kochab
 72610|130518||
 72617|130572||
 72622|130841|  9Alp2Lib| 
 72627|130697||
 72629|130970|          | 
 72631|130952| 11    Lib| 
 72634|131023|| 
 72640|130900||
 72654|130717||
 72655|130576||
 72659|131156| 37Xi  Boo| 
 72663|131025||
 72664|131507|          | 
 72670|129899||
 72671|130081||
 72673|130551||
 72677|130989||
 72681|131177||
 72683|130807|   Omi Lup| 
 72685| ||
 72687|133872||
 72688|130992|| 
 72702|131027||
 72703|131179||
 72718|131446||
 72725|131265||
 72726| ||
 72738|130904||
 72742|130930||
 72753| ||
 72756|130932||
 72762|131347||
 72763|130933||
 72768|131617||
 72772|131117|          | 
 72773|130701|          | 
 72794|131451||
 72800|131120|          | 
 72805|131453||
 72807|131495||
 72814|131383||
 72819|132698||
 72821|131078||
 72823|131165||
 72833|130458|          | 
 72843|131168||
 72846|131473|          | 
 72848|131511|          | 
 72859|131528||
 72862|132188||
 72868|131477||
 72869|131476||
 72871|131337||
 72875|131582||
 72876| ||
 72883|131338||
 72888|131479||
 72891|131429||
 72896| || 
 72894| ||
 72895|131368||
 72912|131969||
 72921|130940||
 72927|131724||
 72929|131430| 12    Lib| 
 72930|131415||
 72934|131530| 13Xi 1Lib| 
 72940|131399||
 72943|131541||
 72944| || 
 72952|131883||
 72953|131764||
 72959|131432|          | 
 72961|130580||
 72965|131058|   Zet Cir| 
 72973|135280||
 72976|131714||
 72981| || 
 72982|131766||
 72983|130942||
 72984|131461||
 72986|131435||
 72989|131217||
 72990|131634||
 72992|132770||
 72993|131747||
 72995|131229||
 72994|131586||
 72998|131653||
 73005|132142|| 
 73015|131893||
 73016|131464||
 73019|131786||
 73028|131826||
 73036|131342|          | 
 73043|130425||
 73049|131625|          | 
 73056| ||
 73066|131719||
 73067|131376||
 73068|132029|          | 
 73070|132089||
 73071|131972||
 73087|131951|          | 
 73093|131917||
 73095|131562|          | 
 73097|131827||
 73100|132254|          | 
 73102|131637||
 73108|131751||
 73107|131774|          | 
 73110|131830||
 73111|131657|          | 
 73115|131678||
 73116|131752|          | 
 73117|131703||
 73118|131491||
 73121| ||
 73129|131492|   The Cir| 
 73133|131918| 15Xi 2Lib| 
 73136|133086||
 73138|132051||
 73139|131900||
 73150|131885||
 73154|131705|          | 
 73156|132145|          | 
 73157|132071||
 73159|131643||
 73160|132276||
 73165|132052| 16    Lib| 
 73166|132146|          | 
 73167|131442||
 73168|131837||
 73169| ||
 73171|131919|          | 
